module_id,function_id,parameter_name,python_type,canonical_unit,display_unit,min_value,max_value,is_nullable,default_value,physical_meaning
groundhog.general.agsconversion,AGSConverter,path,float,-,-,,,False,,Path
groundhog.general.agsconversion,AGSConverter,encoding,str,-,-,,,False,utf8,Encoding
groundhog.general.agsconversion,AGSConverter,errors,str,-,-,,,False,replace,Errors
groundhog.general.agsconversion,AGSConverter,removedoublequotes,bool,-,-,,,False,True,Removedoublequotes
groundhog.general.agsconversion,AGSConverter,removeheadinglinebreaks,bool,-,-,,,False,True,Removeheadinglinebreaks
groundhog.general.agsconversion,AGSConverter,agsformat,str,-,-,,,False,4,Agsformat
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_clay,undrained_shear_strength,float,:math:`kPa`,:math:`kPa`,0.0,1.0,False,,Undrained shear strenght at the pile tip (:math:`S_u`) [:math:`kPa`]  - Suggested range: 0.0<=undrained_shear_strength<=400.0
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_clay,N_c,float,:math:`-`,:math:`-`,,,False,9.0,"Bearing capacity factor (:math:`N_c`) [:math:`-`] (optional, default=9.0) - Suggested range: 7.0<=N_c<=12.0  .. math::     q = N_c \cdot S_u"
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_sand_rp2geo,api_relativedensity,float,:math:`-`,:math:`-`,0.0,50.0,False,,"Relative density of the sand (:math:`D_r`) [:math:`-`] Options: (""Very loose"",""Loose"",""Medium dense"",""Dense"",""Very dense""), regex: None"
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_sand_rp2geo,api_soildescription,float,-,-,,,False,,Api Soildescription
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_sand_rp2geo,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,"In-situ vertical effective stress at the pile tip (:math:`p'_{o,tip}`) [:math:`kPa`]  - Suggested range: 0.0<=vertical_effective_stress  .. math::     q = N_q \cdot p'_{o,tip}"
groundhog.deepfoundations.axialcapacity.endbearing,API_unit_end_bearing_sand_rp2geo,qb_limit,bool,-,-,,,False,False,Qb Limit
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_clay,undrained_shear_strength,float,:math:`kPa`,:math:`kPa`,0.0,1.0,False,,Undrained shear strength (:math:`S_u`) [:math:`kPa`]  - Suggested range: 0.0<=undrained_shear_strength<=400.0
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_clay,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,In-situ vertical effective stress (:math:`p'_o(z)`) [:math:`kPa`]  - Suggested range: 0.0<=vertical_effective_stress  .. math::     f(z) = \alpha \cdot S_u      \alpha = 0.5 \cdot \psi^{-0.5} & \quad \text{for } \psi \leq 1.0      \alpha = 0.5 \cdot \psi^{-0.25} & \quad \text{for } \psi > 1.0      \psi = \frac{S_u}{p'_o(z)}
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_sand_rp2geo,api_relativedensity,float,:math:`-`,:math:`-`,0.0,50.0,False,,"Relative density of the sand (:math:`D_r`) [:math:`-`] Options: (""Very loose"",""Loose"",""Medium dense"",""Dense"",""Very dense""), regex: None"
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_sand_rp2geo,api_soildescription,float,:math:`-`,:math:`-`,,,False,,"Description of the soil type (:math:`-`) [:math:`-`] Options: (""Sand"",""Sand-silt""), regex: None"
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_sand_rp2geo,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,In-situ vertical effective stress (:math:`p'_o`) [:math:`kPa`]  - Suggested range: 0.0<=vertical_effective_stress  .. math::     f(z) = \beta \cdot p'_o(z)
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_sand_rp2geo,fs_limit,bool,-,-,,,False,False,Fs Limit
groundhog.deepfoundations.axialcapacity.skinfriction,API_unit_shaft_friction_sand_rp2geo,tension_modifier,float,-,-,,,False,1.0,Tension Modifier
groundhog.deepfoundations.axialcapacity.axcap,AxCapCalculation,soilprofile,float,-,-,,,False,,Soilprofile
groundhog.general.soilprofile,CalculationGrid,soilprofile,float,-,-,,,False,,Soilprofile
groundhog.general.soilprofile,CalculationGrid,dz,float,-,-,0.0,10000.0,False,,Dz
groundhog.general.soilprofile,CalculationGrid,custom_nodes,float,-,-,,,True,,Custom Nodes
groundhog.general.soilprofile,CalculationGrid,include_layertransitions,bool,-,-,,,False,True,Include Layertransitions
groundhog.consolidation.dissipation.onedimensionalconsolidation,ConsolidationCalculation,height,float,-,-,0.0,10000.0,False,,Height
groundhog.consolidation.dissipation.onedimensionalconsolidation,ConsolidationCalculation,total_time,float,-,-,,,False,,Total Time
groundhog.consolidation.dissipation.onedimensionalconsolidation,ConsolidationCalculation,no_nodes,float,-,-,,,False,,No Nodes
groundhog.deepfoundations.axialcapacity.debeer,DeBeerCalculation,depth,float,-,-,0.0,10000.0,False,,Depth
groundhog.deepfoundations.axialcapacity.debeer,DeBeerCalculation,qc,float,-,-,0.0,100000000.0,False,,Qc
groundhog.deepfoundations.axialcapacity.debeer,DeBeerCalculation,diameter_pile,float,-,-,0.0,10000.0,False,,Diameter Pile
groundhog.deepfoundations.axialcapacity.debeer,DeBeerCalculation,diameter_cone,float,-,-,0.0,10000.0,False,0.0357,Diameter Cone
groundhog.constitutivemodels.cohesionless,HardeningSoil,friction_angle,float,-,-,0.0,60.0,False,,Friction Angle
groundhog.constitutivemodels.cohesionless,HardeningSoil,cohesion,float,-,-,0.0,100000000.0,False,,Cohesion
groundhog.constitutivemodels.cohesionless,HardeningSoil,Rf,float,-,-,,,False,0.9,Rf
insitutests.pcpt_processing,InsituTestProcessing,title,float,-,-,,,True,,Title
insitutests.pcpt_processing,InsituTestProcessing,waterunitweight,float,-,-,0.0,50.0,False,10.25,Waterunitweight
groundhog.deepfoundations.axialcapacity.koppejan,KoppejanCalculation,depth,float,-,-,0.0,10000.0,False,,Depth
groundhog.deepfoundations.axialcapacity.koppejan,KoppejanCalculation,qc,float,-,-,0.0,100000000.0,False,,Qc
groundhog.deepfoundations.axialcapacity.koppejan,KoppejanCalculation,diameter,float,-,-,0.0,10000.0,False,,Diameter
groundhog.deepfoundations.axialcapacity.koppejan,KoppejanCalculation,penetration,float,-,-,0.0,10000.0,False,,Penetration
groundhog.general.plotting,LogPlot,soilprofile,float,-,-,,,False,,Soilprofile
groundhog.general.plotting,LogPlot,secondaryprofile,float,-,-,,,True,,Secondaryprofile
groundhog.general.plotting,LogPlot,no_panels,int,-,-,,,False,1,No Panels
groundhog.general.plotting,LogPlot,logwidth,float,-,-,0.0,10000.0,False,0.05,Logwidth
groundhog.general.plotting,LogPlot,fillcolordict,dict,-,-,,,False,"{'Sand': 'yellow', 'Clay': 'brown', 'Rock': 'grey'}",Fillcolordict
groundhog.general.plotting,LogPlot,soiltypelegend,bool,-,-,,,False,True,Soiltypelegend
groundhog.general.plotting,LogPlot,soiltypecolumn,str,-,-,,,False,Soil type,Soiltypecolumn
groundhog.general.plotting,LogPlot,line_width,int,-,-,0.0,10000.0,False,1,Line Width
groundhog.general.plotting,LogPlotMatplotlib,soilprofile,float,-,-,,,False,,Soilprofile
groundhog.general.plotting,LogPlotMatplotlib,secondaryprofile,float,-,-,,,True,,Secondaryprofile
groundhog.general.plotting,LogPlotMatplotlib,no_panels,int,-,-,,,False,1,No Panels
groundhog.general.plotting,LogPlotMatplotlib,logwidth,float,-,-,0.0,10000.0,False,0.05,Logwidth
groundhog.general.plotting,LogPlotMatplotlib,fillcolordict,dict,-,-,,,False,"{'Sand': 'yellow', 'Clay': 'brown', 'Rock': 'grey', 'Silt': 'green'}",Fillcolordict
groundhog.general.plotting,LogPlotMatplotlib,hatchpatterns,dict,-,-,,,False,"{'Sand': '...', 'Clay': '////', 'Rock': 'oo', 'Silt': '|||'}",Hatchpatterns
groundhog.general.plotting,LogPlotMatplotlib,soiltypelegend,bool,-,-,,,False,True,Soiltypelegend
groundhog.general.plotting,LogPlotMatplotlib,soiltypecolumn,str,-,-,,,False,Soil type,Soiltypecolumn
groundhog.general.plotting,LogPlotMatplotlib,edgecolor,str,-,-,,,False,black,Edgecolor
groundhog.general.plotting,LogPlotMatplotlib,figwidth,int,-,-,0.0,10000.0,False,10,Figwidth
groundhog.general.plotting,LogPlotMatplotlib,figheight,int,-,-,0.0,10000.0,False,6,Figheight
groundhog.general.plotting,LogPlotMatplotlib,plot_layer_transitions,bool,-,-,,,False,True,Plot Layer Transitions
groundhog.general.plotting,LogPlotMatplotlib,showgrid,bool,-,-,,,False,True,Showgrid
insitutests.pcpt_processing,PCPTProcessing,title,float,-,-,,,True,,Title
insitutests.pcpt_processing,PCPTProcessing,waterunitweight,float,-,-,0.0,50.0,False,10.25,Waterunitweight
labtesting.indextests,PSDChart,plot_title,string,-,-,,,True,,Plot Title
labtesting.indextests,PSDChart,marginsettings,json,-,-,,,False,"{'l': 0, 'r': 0, 'b': 100, 't': 100, 'pad': 0}",Marginsettings
labtesting.indextests,PSDChart,legendsettings,json,-,-,,,False,"{'x': 0.1, 'y': 0.9}",Legendsettings
labtesting.indextests,PlasticityChart,plot_height,float,-,-,0.0,10000.0,False,500,Plot Height
labtesting.indextests,PlasticityChart,plot_width,float,-,-,0.0,10000.0,False,800,Plot Width
labtesting.indextests,PlasticityChart,plot_title,string,-,-,,,True,,Plot Title
groundhog.soildynamics.cptliquefaction,Qtn_cs_boulanger_idriss_2014,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,Effective vertical stress at the depth of interest (:math:`\sigma_v^{\prime}`) [:math:`kPa`]                      - Suggested range: :math:`\sigma_v^{\prime} \geq 0.0`
groundhog.soildynamics.cptliquefaction,Qtn_cs_boulanger_idriss_2014,qc,float,:math:`MPa`,:math:`MPa`,0.0,100000000.0,False,,Total cone tip resistance (:math:`q_c`) [:math:`MPa`]            - Suggested range: :math:`q_c \geq 0.0`
groundhog.soildynamics.cptliquefaction,Qtn_cs_boulanger_idriss_2014,ic,float,:math:`-`,:math:`-`,,,False,,Soil behavior type index (:math:`I_c`) [:math:`-`]            - Suggested range: :math:`1.0 \leq I_c \leq 3.5`
groundhog.soildynamics.cptliquefaction,Qtn_cs_boulanger_idriss_2014,C_FC,int,:math:`-`,:math:`-`,,,False,0,"Fitting parameter for fines content estimation (:math:`C_{FC}`) [:math:`-`]              - Suggested range: Typically between -0.2 and 0.2 (optional, default=0)  .. math::     FC = \min \left( \max \left( 80 \cdot (I_c + C_{FC}) - 137, 0 \right), 100 \right)      C_N = \min \left( \left( \frac{P_a}{\sigma_v^{\prime}} \right)^m, 1.7 \right)      Q_{tn} = C_N \cdot \frac{q_c}{0.001 P_a}      \Delta Q_{tn} = \left( 11.9 + \frac{Q_{tn}}{14.6} \right) \cdot     \exp \left( 1.63 - \frac{9.7}{FC + 2} - \left( \frac{15.7}{FC + 2} \right)^2 \right)      Q_{tn,cs} = Q_{tn} + \Delta Q_{tn}"
groundhog.soildynamics.cptliquefaction,Qtn_cs_boulanger_idriss_2014,atmospheric_pressure,int,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,100,"Reference atmospheric pressure (:math:`P_a`) [:math:`kPa`]                              - Suggested range: :math:`P_a > 0.0` (optional, default=100)"
groundhog.soildynamics.cptliquefaction,Qtn_cs_idriss_boulanger_2008,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,Effective vertical stress at the depth of interest (:math:`\sigma_v^{\prime}`) [:math:`kPa`] - Suggested range: sigma_vo_eff > 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_idriss_boulanger_2008,qc,float,:math:`MPa`,:math:`MPa`,0.0,100000000.0,False,,Total cone tip resistance (:math:`q_c`) [:math:`MPa`] - Suggested range: qc >= 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_idriss_boulanger_2008,ic,float,:math:`-`,:math:`-`,,,False,,Soil behavior type index (:math:`I_c`) [:math:`-`] - Suggested range: 1.0 <= ic <= 3.5
groundhog.soildynamics.cptliquefaction,Qtn_cs_idriss_boulanger_2008,atmospheric_pressure,int,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,100,"Reference atmospheric pressure (:math:`P_a`) [:math:`kPa`] - Suggested range: atmospheric_pressure > 0.0 (optional, default=100.0)  .. math::     q_{c1N} = \max \left( \min \left( \frac{q_c}{0.001 P_a}, 254 \right), 21 \right)      m = 1.338 - 0.249 \cdot (q_{c1N})^{0.264}      C_N = \min \left( \left( \frac{P_a}{\sigma_v^{\prime}} \right)^m, 1.7 \right)      FC = 2.8 \cdot I_c^{2.6}      \Delta q_{c1N} = (5.4 + q_{c1N} / 16) \cdot \exp \left( 1.63 + \frac{9.7}{FC + 0.01} - \left( \frac{15.7}{FC + 0.01} \right)^2 \right)      Q_{tn,cs} = q_{c1N} + \Delta q_{c1N}"
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,ic,float,:math:`-`,:math:`-`,,,False,,Soil behavior type index (:math:`I_c`) [:math:`-`] - Suggested range: 1.0 <= ic <= 3.5
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,Fr,float,:math:`-`,:math:`-`,,,False,,Friction ratio (:math:`F_r`) [:math:`-`] - Suggested range: 0.0 <= Fr <= 10.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,qt,float,:math:`MPa`,:math:`MPa`,,,False,,Total cone tip resistance (:math:`q_t`) [:math:`MPa`] - Suggested range: qt >= 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,sigma_vo_eff,float,:math:`kPa`,:math:`kPa`,,,False,,Effective vertical stress at the depth of interest (:math:`\sigma_v^{\prime}`) [:math:`kPa`] - Suggested range: sigma_vo_eff >= 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,sigma_vo,float,:math:`kPa`,:math:`kPa`,,,False,,Total vertical stress at the depth of interest (:math:`\sigma_v`) [:math:`kPa`] - Suggested range: sigma_vo >= 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_cabal_2022,atmospheric_pressure,int,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,100,"Reference atmospheric pressure (:math:`P_a`) [:math:`kPa`] - Suggested range: atmospheric_pressure > 0.0 (optional, default=100.0)  .. math::     K_c = \begin{cases}     1.0 & \text{if } I_c \leq 1.7 \\     1.0 & \text{if } 1.7 < I_c < 2.36 \text{ and } F_r < 0.5 \\     15 - \frac{14}{1 + \left( \frac{I_c}{2.95} \right)^{11}} & \text{otherwise}     \end{cases}      n = \min \left( 1, 0.381 \cdot I_c + 0.05 \cdot \left( \frac{\sigma_v^{\prime}}{P_a} \right) - 0.15 \right)      Q_{tn} = \left( \frac{q_t - \sigma_v}{P_a} \right) \cdot \left( \frac{P_a}{\sigma_v^{\prime}} \right)^n      Q_{tn,cs} = K_c \cdot Q_{tn}"
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_wride_1998,sigma_vo,float,:math:`kPa`,:math:`kPa`,,,False,,Total vertical stress at the depth of interest (:math:`\sigma_v`) [:math:`kPa`] - Suggested range: sigma_vo > 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_wride_1998,ic,float,:math:`-`,:math:`-`,,,False,,Soil behavior type index (:math:`I_c`) [:math:`-`] - Suggested range: 1.0 <= ic <= 3.5
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_wride_1998,qc,float,:math:`MPa`,:math:`MPa`,0.0,100000000.0,False,,Total cone tip resistance (:math:`q_c`) [:math:`MPa`] - Suggested range: qc >= 0.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_wride_1998,Fr,float,:math:`-`,:math:`-`,,,False,,Normalized friction ratio (:math:`F_r`) as a fraction [:math:`-`] - Suggested range: 0.0 <= Fr <= 10.0
groundhog.soildynamics.cptliquefaction,Qtn_cs_robertson_wride_1998,atmospheric_pressure,int,:math:`kPa`,:math:`kPa`,0.0,100000000.0,False,100,"Reference atmospheric pressure (:math:`P_a`) [:math:`kPa`] - Suggested range: atmospheric_pressure > 0.0 (optional, default=100.0)  .. math::     C_Q = \min \left( \left( \frac{P_a}{\sigma_v} \right)^{0.5}, 2 \right)      q_{c1N} = \frac{q_c}{0.001 P_a} \cdot C_Q      K_c = \begin{cases}     1.0 & \text{if } I_c \leq 1.64 \\     1.0 & \text{if } I_c < 2.36 \text{ and } F_r < 0.5 \\     -0.403 I_c^4 + 5.581 I_c^3 - 21.63 I_c^2 + 33.75 I_c - 17.88 & \text{otherwise}     \end{cases}      Q_{tn,cs} = K_c \cdot q_{c1N}"
insitutests.spt_processing,SPTProcessing,title,float,-,-,,,True,,Title
insitutests.spt_processing,SPTProcessing,waterunitweight,float,-,-,0.0,50.0,False,10,Waterunitweight
groundhog.shallowfoundations.settlement,SettlementCalculation,soilprofile,float,-,-,,,False,,Soilprofile
groundhog.shallowfoundations.capacity,ShallowFoundationCapacity,title,float,-,-,,,False,,Title
groundhog.shallowfoundations.capacity,ShallowFoundationCapacityDrained,title,float,-,-,,,False,,Title
groundhog.shallowfoundations.capacity,ShallowFoundationCapacityUndrained,title,float,-,-,,,False,,Title
groundhog.general.validation,Validator,validationspec,float,-,-,,,False,,Validationspec
groundhog.general.validation,Validator,outputonerrorspec,float,-,-,,,False,,Outputonerrorspec
correlations.general,acousticimpedance_bulkunitweight_chen,bulkunitweight,float,kN/m3,kN/m3,5.0,30.0,True,,"Bulk (total) unit weight (<span class=""math-inline"">\gamma</span>) [<span class=""math-inline"">kN/m3</span>] - Suggested range: 12.0 <= bulkunitweight <= 22.0"
correlations.general,acousticimpedance_bulkunitweight_chen,specific_gravity,float,-,-,,,False,2.65,"Specific gravity of the soil (<span class=""math-inline"">G_s</span>) [<span class=""math-inline"">-</span>] - Suggested range: 1.0 <= specific_gravity <= 3.0 (optional, default= 2.65)"
correlations.general,acousticimpedance_bulkunitweight_chen,saturation,float,-,-,0.0,1.0,False,1.0,"Saturation of the soil (fully saturated for offshore soils) (<span class=""math-inline"">S</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= saturation <= 1.0 (optional, default= 1.0)"
correlations.general,acousticimpedance_bulkunitweight_chen,gamma_w,float,kN/m3,kN/m3,5.0,30.0,False,10.0,"Unit weight of water (<span class=""math-inline"">\gamma_w</span>) [<span class=""math-inline"">kN/m3</span>] - Suggested range: 9.5 <= gamma_w <= 10.5 (optional, default= 10.0)"
correlations.general,acousticimpedance_bulkunitweight_chen,calibration_factor_4,float,-,-,,,False,0.0001315,"Calibration factor on the fourth order term (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 0.0001315)"
correlations.general,acousticimpedance_bulkunitweight_chen,calibration_factor_3,float,-,-,,,False,-0.03776,"Calibration factor on the third order term (:math:``) [<span class=""math-inline"">-</span>] (optional, default= -0.03776)"
correlations.general,acousticimpedance_bulkunitweight_chen,calibration_factor_2,float,-,-,,,False,4.201,"Calibration factor on the second order term (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 4.201)"
correlations.general,acousticimpedance_bulkunitweight_chen,calibration_factor_1,float,-,-,,,False,-245.0,"Calibration factor on the first order term (:math:``) [<span class=""math-inline"">-</span>] (optional, default= -245.0)"
correlations.general,acousticimpedance_bulkunitweight_chen,calibration_factor_0,float,-,-,,,False,8603.0,"Calibration factor on the zero order term (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 8603.0)"
insitutests.pcpt_correlations,behaviourindex_pcpt_nonnormalised,qc,float,MPa,MPa,0.0,100000000.0,True,,"Cone tip resistance (<span class=""math-inline"">q_c</span>) [<span class=""math-inline"">MPa</span>] - Suggested range: 0.0 <= qc <= 100.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_nonnormalised,Rf,float,pct,pct,,,True,,"Friction rato (<span class=""math-inline"">R_f</span>) [<span class=""math-inline"">pct</span>] - Suggested range: 0.1 <= Rf <= 10.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_nonnormalised,atmospheric_pressure,float,kPa,kPa,0.0,100000000.0,False,100.0,"Atmospheric pressure (<span class=""math-inline"">P_a</span>) [<span class=""math-inline"">kPa</span>] - Suggested range: 90.0 <= atmospheric_pressure <= 110.0 (optional, default= 100.0)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,qt,float,MPa,MPa,,,True,,"Corrected cone resistance (<span class=""math-inline"">q_t</span>) [<span class=""math-inline"">MPa</span>] - Suggested range: 0.0 <= qt <= 120.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,fs,float,MPa,MPa,,,True,,"Sleeve friction (<span class=""math-inline"">f_s</span>) [<span class=""math-inline"">MPa</span>] - Suggested range: fs >= 0.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,sigma_vo,float,kPa,kPa,,,True,,"Total vertical stress (<span class=""math-inline"">\sigma_{vo}</span>) [<span class=""math-inline"">kPa</span>] - Suggested range: sigma_vo >= 0.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,sigma_vo_eff,float,kPa,kPa,,,True,,"Vertical effective stress (<span class=""math-inline"">\sigma_{vo}^{\prime}</span>) [<span class=""math-inline"">kPa</span>] - Suggested range: sigma_vo_eff >= 9.0"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,atmospheric_pressure,float,kPa,kPa,0.0,100000000.0,False,100.0,"Atmospheric pressure (used for normalisation) (<span class=""math-inline"">P_a</span>) [<span class=""math-inline"">kPa</span>] (optional, default= 100.0)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,ic_min,float,-,-,,,False,1.0,"Minimum value for soil behaviour type index used in the optimisation routine (<span class=""math-inline"">I_{c,min}</span>) [<span class=""math-inline"">-</span>] (optional, default= 1.0)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,ic_max,float,-,-,,,False,4.0,"Maximum value for soil behaviour type index used in the optimisation routine (<span class=""math-inline"">I_{c,max}</span>) [<span class=""math-inline"">-</span>] (optional, default= 4.0)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,zhang_multiplier_1,float,-,-,0.0,10000.0,False,0.381,"First multiplier in the equation for exponent n (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 0.381)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,zhang_multiplier_2,float,-,-,0.0,10000.0,False,0.05,"Second multiplier in the equation for exponent n (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 0.05)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,zhang_subtraction,float,-,-,0.0,10000.0,False,0.15,"Term subtracted in the equation for exponent n (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 0.15)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,robertsonwride_coefficient1,float,-,-,,,False,3.47,"First coefficient in the equation by Robertson and Wride (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 3.47)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,robertsonwride_coefficient2,float,-,-,,,False,1.22,"Second coefficient in the equation by Robertson and Wride (:math:``) [<span class=""math-inline"">-</span>] (optional, default= 1.22)"
insitutests.pcpt_correlations,behaviourindex_pcpt_robertsonwride,cn_capping,float,-,-,,,False,1.7,Cn Capping
classification.phaserelations,bulkunitweight,saturation,float,-,-,0.0,1.0,True,,"Saturation of the sample, ratio of volume of water to volume of voids (<span class=""math-inline"">S</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= saturation <= 1.0"
classification.phaserelations,bulkunitweight,voidratio,float,-,-,0.05,5.0,True,,"Void ratio, ratio of volume of voids to volume of solids (<span class=""math-inline"">e</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= voidratio <= 4.0"
classification.phaserelations,bulkunitweight,specific_gravity,float,-,-,,,False,2.65,"Specific gravity of solid particles (<span class=""math-inline"">G_s</span>) [<span class=""math-inline"">-</span>] - Suggested range: 1.0 <= specific_gravity <= 3.0 (optional, default= 2.65)"
classification.phaserelations,bulkunitweight,unitweight_water,float,kN/m3,kN/m3,5.0,30.0,False,10.0,"Unit weight of water (<span class=""math-inline"">\gamma_w</span>) [<span class=""math-inline"">kN/m3</span>] - Suggested range: 9.0 <= unitweight_water <= 11.0 (optional, default= 10.0)"
classification.phaserelations,bulkunitweight_dryunitweight,dryunitweight,float,kN/m3,kN/m3,5.0,30.0,True,,"Dry unit weight, ratio of weight of solids to total volume (<span class=""math-inline"">\gamma_d</span>) [<span class=""math-inline"">kN/m3</span>] - Suggested range: 1.0 <= dryunitweight <= 15.0"
classification.phaserelations,bulkunitweight_dryunitweight,watercontent,float,-,-,0.0,500.0,True,,"Water content, ratio of weight of water to weight of solids (<span class=""math-inline"">w</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= watercontent <= 4.0"
classification.phaserelations,bulkunitweight_dryunitweight,unitweight_water,float,kN/m3,kN/m3,5.0,30.0,False,10.0,"Unit weight of water (<span class=""math-inline"">\gamma_w</span>) [<span class=""math-inline"">kN/m3</span>] - Suggested range: 9.0 <= unitweight_water <= 11.0 (optional, default= 10.0)"
groundhog.general.validation,check_layer_overlap,df,float,m,m,,,False,,Dataframe with keys 'z from [m]' and 'z to [m]'. Other keys can be used but then the arguments `z_from_key` and `z_to_key` need to be provided.
groundhog.general.validation,check_layer_overlap,raise_error,bool,-,-,,,False,True,Boolean determining whether an error needs to be raised or whether a warning is sufficient (default behaviour is to raise an error warning)
groundhog.general.validation,check_layer_overlap,z_from_key,float,-,-,0.0,10000.0,True,,Key for start depth of the layer
groundhog.general.validation,check_layer_overlap,z_to_key,float,-,-,0.0,10000.0,True,,Key for end depth of the layer
insitutests.pcpt_correlations,clippingdepths_qc1N_tianlehane,qc1NW,float,-,-,0.0,100000000.0,True,,"Steady-state normalised cone resistance in the weaker layer (<span class=""math-inline"">q_{c1N,W}</span>) [-] - Suggested range: 0.0 <= qc1NW <= 1000.0"
insitutests.pcpt_correlations,clippingdepths_qc1N_tianlehane,qc1NS,float,-,-,0.0,100000000.0,True,,"Steady-state normalised cone resistance in the stronger layer (<span class=""math-inline"">q_{c1N,S}</span>) [-] - Suggested range: 0.0 <= qc1NS <= 1000.0"
insitutests.pcpt_correlations,clippingdepths_qc1N_tianlehane,cone_diameter,float,m,m,0.0,10000.0,False,0.03568,"Cone diameter (<span class=""math-inline"">d_c</span>) [m] - Suggested range: 0.001 <= cone_diameter <= 1000.0 (optional, default=0.03568 for a 10cm2 cone)"
insitutests.pcpt_correlations,clippingdepths_qc1N_tianlehane,tolerance,float,-,-,,,False,0.05,"Defines the multiplier to detect which data needs to be clipped [-] - Suggested range: 0.001 <= tolerance <= 0.999 (optional, default=0.05)"
correlations.cohesive,compressionindex_watercontent_koppula,water_content,float,-,-,,,True,,"In-situ natural water content of the clay (<span class=""math-inline"">w_n</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= water_content <= 4.0"
correlations.cohesive,compressionindex_watercontent_koppula,cc_cr_ratio,float,-,-,,,False,7.5,"Ratio of compression index and recompression index (<span class=""math-inline"">C_r / C_c</span>) [<span class=""math-inline"">-</span>] - Suggested range: 5.0 <= cc_cr_ratio <= 10.0 (optional, default= 7.5)"
insitutests.pcpt_correlations,coneresistance_ocsand_baldi,dr,float,-,-,0.0,1.0,True,,"Relative density (<span class=""math-inline"">D_r</span>) [<span class=""math-inline"">-</span>] - Suggested range: 0.0 <= dr <= 1.0"
